date,company,open_price,high_price,low_price,close_price,volume,market_sentiment
2021-11-12,Apple,60.16,834.35,46.55,592.31,33857700,Bullish
2021-11-13,Tesla,1257.05,1279.77,117.16,68.46,24410407,Neutral
2021-11-14,Meta,577.48,1253.32,689.39,1340.97,40208145,Neutral
2021-11-15,Meta,880.3,419.02,965.97,668.98,4053011,Neutral
2021-11-16,Microsoft,991.94,1547.07,689.88,1255.55,488967,Bullish
2021-11-17,Netflix,893.63,1470.77,1181.72,520.27,32231585,Bullish
2021-11-18,Tesla,644.39,721.05,338.11,415.07,44345444,Bullish
2021-11-19,Meta,894.66,1393.93,459.46,1119.69,44873213,Bearish
2021-11-20,Netflix,395.67,1100.49,951.81,881.36,10460352,Neutral
2021-11-21,Amazon,374.66,605.12,1425.23,969.86,20765454,Neutral
2021-11-22,Microsoft,306.05,568.41,1026.22,1086.22,3761665,Bullish
2021-11-23,Amazon,1023.92,93.97,652.65,779.33,46164337,Bearish
2021-11-24,Apple,75.91,587.79,1029.42,574.09,33235449,Neutral
2021-11-25,Meta,53.72,198.52,219.21,1335.36,24579870,Neutral
2021-11-26,Tesla,1431.99,603.88,455.34,1028.0,5723360,Neutral
2021-11-27,Microsoft,1188.42,444.26,931.22,1217.81,20229521,Neutral
2021-11-28,Meta,691.84,431.18,1003.78,662.65,19338921,Bullish
2021-11-29,Amazon,339.63,993.91,1222.87,668.96,24336737,Bullish
2021-11-30,Amazon,1056.02,666.74,290.81,328.54,29368181,Bearish
2021-12-01,Netflix,1125.16,1341.54,81.33,1359.47,9031596,Bullish
2021-12-02,Tesla,413.23,1483.45,798.43,906.34,5691581,Bearish
2021-12-03,Google,1294.62,393.27,1281.95,1088.19,37132090,Bearish
2021-12-04,Amazon,369.25,389.49,683.43,995.91,44903115,Bullish
2021-12-05,Apple,417.45,771.71,75.03,391.2,38927639,Neutral
2021-12-06,Netflix,351.68,243.59,65.65,1076.37,11475472,Neutral
2021-12-07,Microsoft,1492.15,1511.52,627.64,92.07,7060209,Neutral
2021-12-08,Google,278.11,98.12,1157.71,78.04,19232241,Bearish
2021-12-09,Meta,772.68,1227.74,152.04,1070.53,34310204,Neutral
2021-12-10,Amazon,369.58,747.85,324.46,1276.22,42747116,Bearish
2021-12-11,Netflix,1363.54,660.73,1151.62,174.45,33965448,Bearish
2021-12-12,Netflix,1464.84,137.05,898.93,1328.17,8533684,Neutral
2021-12-13,Amazon,1328.55,1144.07,972.0,738.73,30591946,Bearish
2021-12-14,Apple,707.91,1437.37,932.67,1223.74,24872587,Neutral
2021-12-15,Microsoft,81.09,432.45,621.94,893.85,46896018,Bearish
2021-12-16,Amazon,843.52,134.24,378.97,962.15,30540056,Bearish
2021-12-17,Microsoft,1465.78,1210.85,1020.01,1267.6,8556026,Neutral
2021-12-18,Netflix,814.23,1097.2,1355.1,943.44,33270918,Neutral
2021-12-19,Microsoft,626.79,313.47,1253.64,1145.07,12427816,Bearish
2021-12-20,Meta,1213.05,352.03,172.14,1357.15,381625,Bullish
2021-12-21,Microsoft,1124.37,1208.62,344.21,844.87,9625373,Bearish
2021-12-22,Netflix,645.87,574.9,577.78,194.62,14711557,Bullish
2021-12-23,Tesla,994.47,473.58,365.99,986.95,13543088,Bearish
2021-12-24,Tesla,260.33,158.67,410.73,931.77,21980376,Bullish
2021-12-25,Google,1146.31,1100.31,689.87,146.74,28923552,Bearish
2021-12-26,Google,1378.16,1230.28,412.24,1405.58,23475673,Bullish
2021-12-27,Apple,235.92,1019.67,916.46,68.6,19407840,Bullish
2021-12-28,Amazon,570.43,721.72,920.55,606.36,46109770,Bearish
2021-12-29,Tesla,965.61,983.27,315.92,762.21,17033663,Neutral
2021-12-30,Tesla,1342.2,339.26,1306.65,415.44,31315087,Bearish
2021-12-31,Google,463.6,420.99,878.53,1324.59,10510865,Bearish
2022-01-01,Amazon,313.73,430.95,639.18,1132.37,47069337,Bullish
2022-01-02,Tesla,1337.7,1104.67,1000.58,902.78,3564243,Bearish
2022-01-03,Amazon,264.65,529.62,1257.35,1202.41,16944271,Bearish
2022-01-04,Amazon,1311.14,1302.07,520.08,326.38,20245722,Bullish
2022-01-05,Amazon,239.41,231.99,1337.04,1421.08,37007945,Bearish
2022-01-06,Netflix,309.96,64.65,1105.9,632.09,9181521,Bullish
2022-01-07,Apple,1343.41,709.92,205.35,939.17,43798451,Neutral
2022-01-08,Amazon,285.9,1413.66,168.73,249.13,39137589,Bullish
2022-01-09,Apple,344.98,176.3,249.25,402.48,11173811,Neutral
2022-01-10,Netflix,705.03,211.7,1393.45,860.96,19451271,Bullish
2022-01-11,Tesla,727.15,1127.37,818.45,627.74,3517936,Bearish
2022-01-12,Amazon,757.69,1279.38,1353.2,353.14,46512716,Neutral
2022-01-13,Microsoft,904.0,486.04,407.45,1118.09,27740471,Neutral
2022-01-14,Amazon,398.56,619.61,161.13,1118.05,43778661,Bearish
2022-01-15,Netflix,1080.98,1437.68,765.17,1257.53,20758145,Bullish
2022-01-16,Tesla,862.54,116.71,941.2,133.87,38735373,Bearish
2022-01-17,Apple,530.0,1467.66,1064.46,504.09,26801025,Bullish
2022-01-18,Amazon,1481.24,518.55,255.22,600.62,16689140,Bullish
2022-01-19,Amazon,528.85,1015.04,244.22,1423.34,7296523,Bullish
2022-01-20,Apple,746.86,1110.75,790.46,355.64,33894910,Bullish
2022-01-21,Amazon,1453.28,57.85,884.69,548.06,24096062,Neutral
2022-01-22,Tesla,720.46,889.47,473.26,970.98,34344441,Neutral
2022-01-23,Microsoft,858.0,1088.08,414.28,697.68,46988915,Bullish
2022-01-24,Google,808.61,71.91,253.6,150.67,6395726,Bearish
2022-01-25,Netflix,1196.04,922.39,224.4,790.9,6609599,Bearish
2022-01-26,Google,410.52,268.36,774.35,1299.23,9660381,Neutral
2022-01-27,Meta,447.6,239.02,315.91,643.96,4617863,Neutral
2022-01-28,Amazon,700.18,1442.0,1009.16,312.75,16201421,Bullish
2022-01-29,Meta,336.07,709.44,147.53,994.74,5806366,Neutral
2022-01-30,Netflix,531.25,528.18,1015.3,754.26,5994444,Bearish
2022-01-31,Microsoft,200.89,413.45,425.37,444.33,25597032,Bearish
2022-02-01,Meta,545.09,322.24,1282.54,1450.25,27357609,Neutral
2022-02-02,Tesla,808.42,136.01,408.4,826.32,19402551,Neutral
2022-02-03,Amazon,1028.96,1106.69,761.54,913.42,2523598,Neutral
2022-02-04,Tesla,63.23,108.12,570.58,211.0,47800086,Bullish
2022-02-05,Netflix,1155.66,460.0,826.15,990.24,6897529,Neutral
2022-02-06,Google,1256.5,767.54,1348.25,764.41,21339139,Bearish
2022-02-07,Meta,479.8,484.16,1398.74,599.42,14090656,Bearish
2022-02-08,Apple,291.83,432.02,392.66,1132.15,35869388,Bullish
2022-02-09,Tesla,129.35,207.65,64.55,331.05,15315176,Bearish
2022-02-10,Apple,179.22,1471.26,1117.82,237.9,7395778,Neutral
2022-02-11,Meta,986.91,500.49,292.6,132.52,46571957,Neutral
2022-02-12,Apple,718.81,173.79,349.19,1016.37,14857502,Bullish
2022-02-13,Google,341.74,659.67,1195.77,443.17,2504891,Bearish
2022-02-14,Netflix,551.77,743.6,1010.6,658.58,16094921,Bullish
2022-02-15,Microsoft,634.69,1183.26,808.32,1261.0,1869432,Bullish
2022-02-16,Microsoft,113.44,880.65,235.44,398.37,283495,Bullish
2022-02-17,Amazon,1227.78,1095.07,1029.19,865.72,5541352,Neutral
2022-02-18,Amazon,1224.78,450.53,628.97,529.92,30009073,Bearish
2022-02-19,Tesla,1120.25,1401.24,66.49,602.23,48072864,Neutral
2022-02-20,Tesla,823.81,1021.81,195.09,130.94,7862242,Bearish
2022-02-21,Netflix,1105.47,1338.27,398.62,274.75,48189740,Neutral
2022-02-22,Meta,1280.37,942.21,1368.21,1113.07,24544058,Bearish
2022-02-23,Netflix,126.7,315.37,51.88,996.48,30256003,Bearish
2022-02-24,Tesla,297.84,1012.75,92.13,332.75,46876197,Bullish
2022-02-25,Tesla,935.98,646.81,88.55,637.5,26838760,Bearish
2022-02-26,Amazon,404.96,310.96,276.72,543.35,10017341,Bullish
2022-02-27,Tesla,1152.51,1098.33,88.06,1056.97,46689998,Neutral
2022-02-28,Amazon,797.25,506.71,626.75,166.78,32834413,Neutral
2022-03-01,Tesla,1294.11,1102.89,524.04,1361.89,24055207,Bullish
2022-03-02,Google,412.01,587.62,233.77,1461.73,28212154,Neutral
2022-03-03,Tesla,500.98,627.95,1291.08,68.87,43162307,Bearish
2022-03-04,Tesla,1256.28,1383.75,396.83,949.82,16863254,Bearish
2022-03-05,Amazon,1474.63,1418.36,918.85,1491.46,4651137,Bearish
2022-03-06,Meta,853.79,1374.32,162.99,1374.06,28936663,Bearish
2022-03-07,Netflix,1357.73,901.47,1447.15,244.68,40911011,Bullish
2022-03-08,Netflix,618.9,920.98,845.43,58.59,5604410,Bearish
2022-03-09,Amazon,334.77,916.06,103.42,547.32,17262113,Bearish
2022-03-10,Amazon,1421.71,1256.09,945.88,1037.7,4246655,Neutral
2022-03-11,Apple,380.45,1147.75,1359.5,1121.04,40734202,Neutral
2022-03-12,Microsoft,992.78,1221.89,1080.13,73.9,10587934,Bearish
2022-03-13,Amazon,634.95,530.5,1088.32,351.32,44732638,Neutral
2022-03-14,Netflix,229.46,891.86,817.9,1395.72,34085957,Neutral
2022-03-15,Netflix,1332.2,1040.05,860.31,457.98,7631458,Bullish
2022-03-16,Meta,1396.12,1510.51,869.36,889.48,13148271,Bearish
2022-03-17,Google,60.37,530.27,457.5,512.7,2481298,Bullish
2022-03-18,Tesla,484.99,891.33,152.34,348.02,22671667,Bullish
2022-03-19,Microsoft,985.73,88.38,510.23,107.12,17674995,Neutral
2022-03-20,Microsoft,792.32,709.4,1216.8,551.5,42888668,Bullish
2022-03-21,Google,840.48,1370.71,809.55,1177.73,49569812,Neutral
2022-03-22,Microsoft,1162.61,281.59,156.14,1010.06,22879148,Neutral
2022-03-23,Apple,1157.82,643.9,771.65,1319.48,9242818,Bullish
2022-03-24,Google,1215.5,1144.02,246.87,1057.41,46814515,Neutral
2022-03-25,Google,251.63,951.91,130.95,1238.85,13627030,Bearish
2022-03-26,Netflix,1037.78,141.89,410.0,1022.67,16747543,Bullish
2022-03-27,Tesla,1426.39,383.92,1106.22,630.9,10339142,Neutral
2022-03-28,Google,286.32,893.73,810.63,446.54,38016641,Bearish
2022-03-29,Google,454.79,852.8,64.75,653.01,23540713,Bearish
2022-03-30,Meta,604.21,648.54,1015.32,1074.22,49745455,Bullish
2022-03-31,Tesla,1352.7,871.55,1390.71,1267.22,29930992,Bullish
2022-04-01,Microsoft,456.33,695.56,685.14,1079.46,23824435,Bearish
2022-04-02,Tesla,1040.61,861.72,154.81,1315.89,33571632,Bullish
2022-04-03,Netflix,909.08,1406.57,704.29,876.84,18801778,Bullish
2022-04-04,Apple,559.33,458.93,853.4,1139.84,44583435,Bearish
2022-04-05,Meta,405.52,1349.02,727.76,1136.05,30228638,Bullish
2022-04-06,Meta,817.12,1544.12,230.05,712.12,27154505,Bearish
2022-04-07,Tesla,1221.54,750.74,1305.58,1261.46,41076079,Neutral
2022-04-08,Tesla,233.52,679.36,1413.34,246.42,3551740,Neutral
2022-04-09,Tesla,59.91,1318.34,470.05,428.15,36952923,Bullish
2022-04-10,Google,1034.78,170.48,1322.36,703.88,40678985,Bearish
2022-04-11,Google,212.48,1401.55,1422.51,1355.32,4316011,Neutral
2022-04-12,Microsoft,330.96,1187.75,1186.18,988.53,19271160,Neutral
2022-04-13,Amazon,1355.75,1124.09,1089.33,100.71,11108081,Bullish
2022-04-14,Meta,85.29,1402.84,220.94,821.19,24212277,Bullish
2022-04-15,Apple,992.74,1026.19,549.79,964.58,2378106,Neutral
2022-04-16,Meta,691.43,709.84,1019.82,641.14,26650560,Bullish
2022-04-17,Google,1473.62,1098.24,406.9,1013.8,34319474,Neutral
2022-04-18,Tesla,400.62,1128.54,111.4,761.0,15886951,Bullish
2022-04-19,Google,1248.1,951.14,1191.36,567.59,18891636,Bearish
2022-04-20,Amazon,1416.58,1512.38,772.23,415.4,20219286,Bullish
2022-04-21,Apple,208.77,136.55,668.0,599.83,3480972,Bullish
2022-04-22,Meta,524.88,782.05,408.95,1460.63,37064364,Bearish
2022-04-23,Netflix,432.01,614.83,1273.33,1085.13,8562614,Bullish
2022-04-24,Meta,1048.96,547.92,971.24,894.16,47994167,Bearish
2022-04-25,Amazon,270.71,120.16,853.86,1287.31,48089153,Bullish
2022-04-26,Google,1269.89,274.86,84.62,1269.91,36812746,Bullish
2022-04-27,Microsoft,1086.06,1206.62,367.04,452.08,42147773,Bullish
2022-04-28,Apple,274.58,573.91,710.69,970.12,3618423,Bullish
2022-04-29,Apple,706.87,349.77,762.37,799.35,17444385,Neutral
2022-04-30,Amazon,1136.09,996.34,560.43,975.41,24670554,Bullish
2022-05-01,Apple,1294.35,123.14,263.91,783.74,19897379,Neutral
2022-05-02,Tesla,253.95,1090.97,1219.2,679.96,32786102,Bearish
2022-05-03,Google,178.76,1344.14,1405.02,1081.31,15961346,Bullish
2022-05-04,Amazon,314.5,1008.2,718.64,607.88,32525852,Bearish
2022-05-05,Netflix,716.03,420.83,1441.26,1204.62,29277391,Neutral
2022-05-06,Google,741.07,1388.72,240.06,690.64,3512940,Bullish
2022-05-07,Apple,1195.15,913.42,381.49,384.59,1336604,Neutral
2022-05-08,Google,595.99,1013.37,1071.91,599.72,33467539,Neutral
2022-05-09,Amazon,660.04,1111.54,1403.31,932.35,16363729,Bearish
2022-05-10,Amazon,246.54,219.25,744.41,1409.31,6323647,Neutral
2022-05-11,Google,926.25,175.18,1032.21,764.16,46698695,Neutral
2022-05-12,Tesla,1265.85,479.17,1188.01,822.77,3932644,Neutral
2022-05-13,Amazon,747.93,871.71,539.64,187.23,16303479,Neutral
2022-05-14,Meta,1330.5,363.34,1139.14,515.44,22741199,Bearish
2022-05-15,Microsoft,1303.25,1090.56,1335.6,1172.23,4026311,Bearish
2022-05-16,Amazon,169.5,1082.55,1312.79,618.64,23591803,Bearish
2022-05-17,Netflix,400.64,284.77,1246.37,156.3,17624494,Bearish
2022-05-18,Meta,886.69,1262.07,1352.09,1144.72,47783622,Bullish
2022-05-19,Apple,528.81,404.37,271.23,511.78,36335135,Neutral
2022-05-20,Meta,1117.11,210.46,208.8,155.95,27187646,Neutral
2022-05-21,Netflix,1178.82,585.52,1290.92,434.0,46993911,Bearish
2022-05-22,Apple,971.43,95.09,121.46,190.86,37195110,Bearish
2022-05-23,Netflix,276.07,459.57,1448.63,371.07,45616574,Bullish
2022-05-24,Apple,234.5,415.81,1191.17,347.24,24267334,Bearish
2022-05-25,Google,1444.24,400.01,489.52,942.47,15944445,Bullish
2022-05-26,Google,404.02,534.29,961.69,770.34,11312795,Neutral
2022-05-27,Apple,464.48,635.79,99.9,845.62,11328970,Bearish
2022-05-28,Meta,1347.09,348.27,1096.23,329.8,23025518,Neutral
2022-05-29,Amazon,1326.51,1246.47,504.3,525.77,47244381,Bullish
2022-05-30,Netflix,397.81,1468.79,630.91,1202.34,40162072,Bearish
2022-05-31,Microsoft,487.2,80.81,695.06,1272.96,47984129,Bullish
2022-06-01,Netflix,706.52,149.12,80.95,1481.11,38046945,Bullish
2022-06-02,Amazon,1339.25,653.4,797.94,309.06,27488134,Bearish
2022-06-03,Google,986.61,585.75,1091.32,1490.32,39790493,Neutral
2022-06-04,Microsoft,861.14,1157.57,1400.96,99.74,38290087,Bullish
2022-06-05,Google,1081.52,572.73,1380.69,743.27,31303573,Bearish
2022-06-06,Microsoft,1217.53,1541.19,239.17,1436.57,44088821,Neutral
2022-06-07,Microsoft,543.2,633.55,661.35,549.07,29342204,Bullish
2022-06-08,Tesla,575.44,469.79,422.43,1167.81,30256139,Bullish
2022-06-09,Meta,691.14,917.71,290.82,65.99,34266270,Bullish
2022-06-10,Meta,527.82,711.76,1031.0,408.05,3833640,Bearish
2022-06-11,Netflix,453.1,483.88,657.85,231.57,20097306,Neutral
2022-06-12,Tesla,243.0,341.68,149.46,585.73,39106642,Bullish
2022-06-13,Meta,1472.17,1393.55,1288.93,190.28,45643732,Bearish
2022-06-14,Apple,310.3,1463.86,1080.9,780.7,48224602,Bearish
2022-06-15,Google,1263.68,742.33,121.13,602.34,9322700,Bearish
2022-06-16,Amazon,1486.72,1177.44,1151.43,714.57,23874907,Neutral
2022-06-17,Netflix,1073.53,1248.9,729.73,332.99,15658446,Neutral
2022-06-18,Amazon,679.06,1024.83,1209.36,936.59,14248091,Bearish
2022-06-19,Google,429.06,493.24,610.75,271.03,28377325,Bearish
2022-06-20,Meta,1422.35,1129.09,633.35,811.15,32555159,Bullish
2022-06-21,Amazon,1118.41,1445.29,160.63,866.09,3050429,Bullish
2022-06-22,Meta,1041.01,1051.8,1174.79,67.99,47981167,Bearish
2022-06-23,Google,795.53,783.73,509.25,409.71,18389695,Neutral
2022-06-24,Apple,303.95,504.65,1133.79,268.35,615185,Bullish
2022-06-25,Amazon,853.18,628.56,509.04,187.31,14474863,Bearish
2022-06-26,Google,543.39,958.32,951.38,623.4,27686950,Bullish
2022-06-27,Netflix,577.58,111.08,203.62,1250.1,25072180,Neutral
2022-06-28,Tesla,1095.47,585.32,1120.09,662.42,639421,Bullish
2022-06-29,Microsoft,1249.24,424.0,1424.8,494.55,10735716,Bullish
2022-06-30,Apple,985.03,1130.67,704.17,1219.62,14260838,Bearish
2022-07-01,Meta,168.23,95.36,97.69,1232.14,20116748,Bullish
2022-07-02,Tesla,505.53,862.22,222.07,853.4,42284425,Bearish
2022-07-03,Microsoft,1398.75,778.69,164.48,1043.39,25456292,Bearish
2022-07-04,Tesla,326.22,1230.05,1288.17,393.89,27157631,Neutral
2022-07-05,Google,653.5,55.87,431.81,1410.53,49372553,Neutral
2022-07-06,Tesla,339.38,1263.06,757.21,994.87,48444433,Bullish
2022-07-07,Tesla,1344.66,1311.15,165.81,1076.11,986795,Neutral
2022-07-08,Microsoft,812.93,731.79,1294.52,1400.13,23245180,Bullish
2022-07-09,Apple,295.38,722.89,83.76,742.8,9138254,Bullish
2022-07-10,Amazon,1449.45,961.76,646.77,857.55,1643842,Bullish
2022-07-11,Amazon,469.13,1376.35,1334.94,368.85,26301910,Bearish
2022-07-12,Google,1183.68,515.09,1287.24,906.44,24221140,Bearish
2022-07-13,Tesla,1218.3,723.81,167.1,244.01,7983955,Neutral
2022-07-14,Apple,160.58,104.1,1058.63,338.7,23135605,Bullish
2022-07-15,Google,1266.41,1084.09,189.91,162.73,45184214,Bearish
2022-07-16,Meta,761.67,300.22,388.21,113.65,32088555,Bullish
2022-07-17,Apple,403.96,1350.47,73.16,730.17,2340381,Bearish
2022-07-18,Apple,181.95,1432.46,1335.29,1190.17,46033138,Neutral
2022-07-19,Tesla,498.78,1059.63,153.86,1124.18,28198074,Neutral
2022-07-20,Google,59.16,133.38,1350.45,663.61,6784893,Bullish
2022-07-21,Amazon,1428.88,447.55,772.44,1046.86,14445892,Bullish
2022-07-22,Amazon,883.3,1081.03,624.99,1426.67,34000317,Neutral
2022-07-23,Netflix,1029.09,450.17,1423.16,1495.42,4973291,Bullish
2022-07-24,Google,618.39,890.82,314.91,1044.16,40315977,Neutral
2022-07-25,Google,1051.39,530.13,56.96,182.45,31958088,Bullish
2022-07-26,Amazon,802.85,230.04,369.31,704.03,49828462,Neutral
2022-07-27,Amazon,508.65,551.9,1008.53,1247.64,37916291,Bullish
2022-07-28,Apple,355.92,1222.91,896.0,606.77,37501709,Bullish
2022-07-29,Meta,171.5,1468.94,389.1,921.45,28415000,Bullish
2022-07-30,Netflix,965.57,524.86,863.2,394.77,36565024,Neutral
2022-07-31,Apple,227.68,1525.83,1274.83,602.34,17402378,Bearish
2022-08-01,Tesla,577.93,1057.25,1309.57,1469.54,16927223,Neutral
2022-08-02,Meta,137.78,395.92,900.92,345.14,6904659,Bearish
2022-08-03,Netflix,439.78,1303.81,1280.22,1249.88,39821250,Bullish
2022-08-04,Tesla,1048.74,787.54,1106.14,814.26,9494831,Bearish
2022-08-05,Google,838.92,198.62,660.31,1346.29,46793900,Neutral
2022-08-06,Netflix,938.23,57.66,239.44,1181.47,14171839,Bullish
2022-08-07,Amazon,780.09,117.73,469.93,795.12,8009283,Bearish
2022-08-08,Amazon,1454.01,381.36,99.88,1045.07,15315180,Bearish
2022-08-09,Microsoft,898.07,1176.39,1229.07,72.18,34397160,Bearish
2022-08-10,Meta,1331.61,447.67,915.06,620.17,20140602,Bullish
2022-08-11,Apple,997.39,552.57,1412.15,983.05,209825,Bullish
2022-08-12,Google,1219.45,1210.37,304.11,1091.69,5908403,Bullish
2022-08-13,Meta,81.37,133.32,892.12,769.35,15910380,Neutral
2022-08-14,Netflix,458.02,750.04,973.77,1359.58,21133207,Bullish
2022-08-15,Apple,308.7,170.4,532.84,1267.16,2216886,Bearish
2022-08-16,Microsoft,1107.13,721.28,930.79,944.2,32383670,Bullish
2022-08-17,Apple,503.13,504.41,1448.09,542.91,18618570,Neutral
2022-08-18,Amazon,969.99,165.61,1415.54,535.92,15635924,Bullish
2022-08-19,Meta,396.45,1243.2,958.11,998.6,18414306,Bullish
2022-08-20,Microsoft,569.91,1153.76,1360.02,1489.28,46903886,Neutral
2022-08-21,Microsoft,843.7,623.4,1097.12,379.2,19576975,Bullish
2022-08-22,Amazon,390.13,1293.44,322.89,1231.68,23433004,Neutral
2022-08-23,Apple,613.24,711.71,504.44,225.58,30262925,Bullish
2022-08-24,Microsoft,114.25,255.0,111.96,1201.62,32059526,Neutral
2022-08-25,Apple,985.87,1311.53,512.48,1071.45,33107913,Bullish
2022-08-26,Amazon,349.47,68.38,522.74,844.68,19212836,Bearish
2022-08-27,Netflix,719.46,745.3,1122.4,1347.42,21948822,Bearish
2022-08-28,Apple,421.12,192.34,766.08,981.95,47256190,Neutral
2022-08-29,Amazon,772.17,362.93,341.5,326.76,45082789,Bullish
2022-08-30,Amazon,662.36,1318.48,205.35,1345.13,35555408,Neutral
2022-08-31,Microsoft,1445.97,192.63,1410.56,1382.09,39542789,Bearish
2022-09-01,Apple,143.01,1128.56,1161.96,676.39,32330997,Bullish
2022-09-02,Meta,483.81,1315.47,677.41,1332.9,38073856,Neutral
2022-09-03,Netflix,1323.73,1071.48,783.31,1057.76,38272961,Bullish
2022-09-04,Netflix,945.0,190.0,1282.61,958.75,21000587,Bearish
2022-09-05,Amazon,1170.33,1235.01,88.5,1481.56,16916217,Bullish
2022-09-06,Netflix,142.59,1219.21,184.75,917.87,39132419,Neutral
2022-09-07,Google,1420.38,1421.41,452.26,1216.17,29908429,Bearish
2022-09-08,Apple,1103.94,704.75,389.56,1177.9,47745388,Neutral
2022-09-09,Amazon,552.15,798.22,702.63,609.52,911492,Bearish
2022-09-10,Google,456.54,1082.44,742.5,1322.81,48005429,Bullish
2022-09-11,Tesla,800.02,402.75,781.88,894.71,39445361,Neutral
2022-09-12,Meta,221.05,211.58,1143.36,1372.55,46176680,Bullish
2022-09-13,Netflix,388.86,330.74,794.85,642.36,24692719,Bullish
2022-09-14,Netflix,1344.98,893.72,636.72,849.86,9665281,Bearish
2022-09-15,Netflix,1149.86,194.25,546.21,322.89,2738681,Bullish
2022-09-16,Amazon,183.88,334.22,1076.84,1448.42,46850828,Bearish
2022-09-17,Google,428.0,697.25,376.22,860.48,29886827,Bearish
2022-09-18,Microsoft,85.05,1313.36,1164.76,757.59,40646497,Neutral
2022-09-19,Netflix,1316.88,1091.09,1302.56,606.36,44846232,Neutral
2022-09-20,Apple,783.55,740.64,77.07,1080.48,6127307,Neutral
2022-09-21,Microsoft,181.09,189.4,502.19,1162.02,7605178,Bullish
2022-09-22,Meta,453.95,386.11,917.2,1351.37,34746089,Bearish
2022-09-23,Tesla,1373.14,1372.61,1180.57,429.45,14764761,Bearish
2022-09-24,Google,1319.1,1390.9,1269.0,1081.81,29265422,Neutral
2022-09-25,Tesla,1481.4,404.37,1446.3,262.24,28436644,Bullish
2022-09-26,Netflix,378.04,287.89,1006.61,1496.47,14555565,Bearish
2022-09-27,Microsoft,134.95,1331.56,525.5,1472.48,35958705,Bullish
2022-09-28,Microsoft,566.9,1080.78,967.09,102.79,23198688,Neutral
2022-09-29,Microsoft,888.03,123.27,1161.7,51.54,8326642,Bearish
2022-09-30,Amazon,136.42,1128.23,242.48,1279.05,29215974,Bearish
2022-10-01,Microsoft,1287.64,954.74,736.46,617.87,12208322,Bearish
2022-10-02,Netflix,361.46,1507.01,999.99,1029.58,17415524,Bearish
2022-10-03,Apple,638.71,155.76,236.82,1004.19,763295,Bullish
2022-10-04,Meta,329.16,255.12,706.3,1217.24,27523987,Bullish
2022-10-05,Google,362.31,531.01,98.02,422.31,25309875,Bearish
2022-10-06,Meta,302.37,738.67,1352.52,83.17,42096700,Bullish
2022-10-07,Tesla,261.49,1463.92,254.93,427.46,20973935,Bullish
2022-10-08,Apple,914.91,429.34,182.62,1482.63,1077916,Bearish
2022-10-09,Netflix,299.44,106.81,225.12,670.45,49926872,Neutral
2022-10-10,Google,1445.83,1038.34,427.49,1192.72,32824535,Bullish
2022-10-11,Tesla,477.29,872.3,494.02,806.2,39713582,Bullish
2022-10-12,Amazon,87.73,163.39,903.99,418.0,45328151,Bullish
2022-10-13,Apple,232.12,1022.53,1195.47,1170.5,1959089,Neutral
2022-10-14,Netflix,222.28,632.3,798.19,1217.21,45960923,Bullish
2022-10-15,Apple,407.52,1351.65,433.39,704.95,43200923,Bullish
2022-10-16,Microsoft,807.12,418.69,605.22,327.33,37541441,Neutral
2022-10-17,Microsoft,1153.65,632.77,454.06,1454.62,12799102,Neutral
2022-10-18,Meta,752.22,1298.17,173.13,50.58,35313666,Bullish
2022-10-19,Tesla,748.58,142.59,1149.23,88.91,34964280,Bearish
2022-10-20,Tesla,1320.16,426.13,724.36,674.2,40109142,Neutral
2022-10-21,Tesla,572.96,1087.72,1108.5,769.54,23612677,Neutral
2022-10-22,Tesla,486.4,326.67,459.17,957.63,2118361,Neutral
2022-10-23,Google,973.46,1285.2,384.67,1343.89,2496655,Bullish
2022-10-24,Amazon,1185.16,1039.91,1256.39,1419.5,44490443,Bearish
2022-10-25,Microsoft,408.24,774.08,815.28,283.63,19152311,Neutral
2022-10-26,Tesla,541.88,1493.86,1430.27,1329.96,43954704,Bullish
2022-10-27,Apple,237.59,76.96,1144.5,505.94,45919382,Bullish
2022-10-28,Tesla,983.52,792.35,943.19,215.71,20341080,Neutral
2022-10-29,Tesla,828.59,1471.76,380.04,143.24,36036671,Bullish
2022-10-30,Netflix,680.87,693.64,100.11,278.67,31416692,Neutral
2022-10-31,Meta,768.46,747.95,1014.58,381.96,39464637,Neutral
2022-11-01,Meta,642.6,354.6,775.52,705.7,22765589,Neutral
2022-11-02,Amazon,958.92,1013.15,743.74,625.18,7447431,Bullish
2022-11-03,Amazon,651.64,245.36,573.29,955.27,35512000,Bullish
2022-11-04,Netflix,914.71,473.61,701.82,1058.66,22561472,Bearish
2022-11-05,Apple,1479.35,1260.29,1345.13,1430.34,49070563,Bearish
2022-11-06,Meta,729.3,380.32,1325.5,377.91,25722279,Bearish
2022-11-07,Netflix,1304.78,387.58,1433.04,163.12,31611179,Bearish
2022-11-08,Meta,1316.73,162.03,561.05,857.86,19586713,Neutral
2022-11-09,Apple,766.71,1441.59,1242.89,684.86,33777820,Bearish
2022-11-10,Google,953.32,808.35,1037.34,494.77,20798257,Bearish
2022-11-11,Netflix,394.88,596.02,1384.79,917.28,34474751,Neutral
2022-11-12,Microsoft,849.25,83.85,936.68,693.03,49997585,Bearish
2022-11-13,Meta,1185.69,462.28,758.38,115.69,3908962,Neutral
2022-11-14,Google,113.41,1125.0,1379.02,1376.44,19592170,Bearish
